# MIMDAS data for Block1
# Date 05/05/2021, 15:29:25
  1.024000e+01       -290.2         794.3           5.0           B1F00T00R00      -1290.2         394.3           5.0   -8.909453e-03   3.032538e-04   4.457306e-04
  1.024000e+01       -290.2         794.3           5.0           B1F00T00R01      -1190.2         394.3           5.0   -1.812411e-02   6.241158e-04   9.067425e-04
  1.024000e+01       -290.2         794.3           5.0           B1F00T00R02      -1090.2         394.3           5.0   -2.159210e-02   7.893664e-04   1.080326e-03
  1.024000e+01       -290.2         794.3           5.0           B1F00T00R03       -990.2         394.3           5.0   -3.792040e-02   1.310872e-03   1.897153e-03
  1.024000e+01       -290.2         794.3           5.0           B1F00T00R04       -890.2         394.3           5.0   -1.435088e-02   4.250911e-04   7.178588e-04
  1.024000e+01       -290.2         794.3           5.0           B1F00T00R05       -790.2         394.3           5.0   -1.015870e-02   3.017660e-04   5.081589e-04
  1.024000e+01       -290.2         794.3           5.0           B1F00T00R06       -690.2         394.3           5.0   -1.715676e-02   7.138046e-04   8.585802e-04
  1.024000e+01       -290.2         794.3           5.0           B1F00T00R07       -590.2         394.3           5.0   -7.934496e-03   3.306751e-04   3.970692e-04
  1.024000e+01       -290.2         794.3           5.0           B1F00T00R08       -490.2         394.3           5.0   -7.914970e-03   3.446499e-04   3.961235e-04
  1.024000e+01       -290.2         794.3           5.0           B1F00T00R09       -390.2         394.3           5.0   -5.225395e-03   1.273213e-04   2.613473e-04
  1.024000e+01       -290.2         794.3           5.0           B1F00T00R10       -190.2         394.3           5.0    2.619527e-03  -7.158315e-05   1.310252e-04
  1.024000e+01       -290.2         794.3           5.0           B1F00T00R11          9.8         394.3           5.0    7.360105e-04  -4.933192e-05   3.688309e-05
  1.024000e+01       -290.2         794.3           5.0           B1F00T00R12        109.8         394.3           5.0    2.472516e-03  -1.257775e-04   1.237857e-04
  1.024000e+01       -290.2         794.3           5.0           B1F00T00R13        159.8         494.3           5.0   -8.659907e-03   3.956448e-04   4.334470e-04
  1.024000e+01       -290.2         794.3           5.0           B1F00T00R14      -1340.2         694.3           5.0   -2.425262e-03   3.577085e-05   1.212763e-04
  1.024000e+01       -290.2         794.3           5.0           B1F00T00R15      -1290.2         594.3           5.0    4.341429e-03  -1.405606e-04   2.171852e-04
  1.024000e+01       -290.2         794.3           5.0           B1F00T00R16      -1190.2         594.3           5.0    8.911759e-03  -3.068876e-04   4.458521e-04
  1.024000e+01       -290.2         794.3           5.0           B1F00T00R17      -1090.2         594.3           5.0    2.724700e-02  -9.928046e-04   1.363254e-03
  1.024000e+01       -290.2         794.3           5.0           B1F00T00R18       -990.2         594.3           5.0    3.381833e-02  -1.181321e-03   1.691948e-03
