MIMDAS IP Data Geosoft Format : Integration Time = 0.50 to 2.50 secs
LINE:Block1 ARRAY:PLDP DIPOLE:100 UNITS:M TXFREQ:25/256
        Tx1x        Tx2x        Rx1x        Rx2x        Tx1y        Tx2y        Rx1y        Rx2y       2DRho       ARerr               Vp           I          Sp          IP       IPerr          Real001          Imag001          Real002          Imag002          Real003          Imag003          Real004          Imag004          Real005          Imag005          Real006          Imag006          Real007          Imag007          Real008          Imag008          Real009          Imag009          Real010          Imag010          Real011          Imag011          Real012          Imag012          Real013          Imag013          Real014          Imag014          Real015          Imag015          Real016          Imag016          Real017          Imag017          Real018          Imag018          Real019          Imag019          Real020          Imag020          Real021          Imag021          Real022          Imag022          Real023          Imag023          Real024          Imag024          Real025          Imag025          Real026          Imag026          Real027          Imag027          Real028          Imag028          Real029          Imag029          Real030          Imag030          Real031          Imag031          Real032          Imag032          Real033          Imag033          Real034          Imag034          Real035          Imag035          Real036          Imag036          Real037          Imag037          Real038          Imag038          Real039          Imag039          Real040          Imag040          Real041          Imag041          Real042          Imag042          Real043          Imag043          Real044          Imag044          Real045          Imag045          Real046          Imag046          Real047          Imag047          Real048          Imag048          Real049          Imag049          Real050          Imag050          Real051          Imag051          Real052          Imag052
    659550.0           *    658800.0    658900.0   6217985.0           *   6217585.0   6217585.0     299.534       0.041       -9.7029206       1.000       0.000      26.175       0.129  -9.7346223E-003   3.3599939E-004  -9.4994799E-003   3.1930662E-004  -9.4008859E-003   3.2421817E-004  -9.3307400E-003   3.2420282E-004  -9.2881196E-003   3.1069503E-004  -9.2435297E-003   3.1907289E-004  -9.1899913E-003   3.1892273E-004  -9.1755813E-003   3.1410865E-004  -9.1527993E-003   3.1274589E-004  -9.1331580E-003   3.1970844E-004  -9.0949853E-003   3.1453290E-004  -9.0749748E-003   3.0544539E-004  -9.0662767E-003   3.2581355E-004  -9.0584495E-003   3.0453808E-004  -9.0404135E-003   3.1530428E-004  -9.0381637E-003   3.0618293E-004  -9.0212865E-003   3.1612228E-004  -9.0173242E-003   3.3343162E-004  -8.9753722E-003   3.0120753E-004  -8.9906249E-003   3.0759995E-004  -8.9861743E-003   2.9621325E-004  -8.9650029E-003   2.9715037E-004  -8.9741412E-003   2.9491649E-004  -8.9648861E-003   2.6912671E-004  -8.9487222E-003   3.0377373E-004  -8.9259680E-003   3.1919675E-004  -8.8839060E-003   2.7276256E-004  -8.9301176E-003   3.2319525E-004  -8.9070560E-003   2.7641771E-004  -8.8774628E-003   3.5242922E-004  -8.9190885E-003   3.6273122E-004  -8.9414041E-003   2.9034285E-004  -8.8389174E-003   3.1439884E-004  -8.8933191E-003   3.8931320E-004  -8.9102133E-003   3.1701100E-004  -8.9495293E-003   3.0682908E-004  -8.8394863E-003   2.6026682E-004  -8.7895962E-003   3.4105503E-004  -8.8431139E-003   1.4494813E-004  -8.9141823E-003   2.2111202E-004  -8.7114892E-003   4.0140125E-004  -8.8396075E-003   3.7936777E-004  -8.8347272E-003   3.1225990E-004  -8.7865731E-003   1.4986214E-004  -8.7386522E-003   3.0270277E-004  -8.8225994E-003   4.3362734E-004  -8.8200565E-003   2.6845686E-004  -8.7270587E-003   2.9142119E-004  -8.8837684E-003   3.5384718E-004  -8.8255277E-003   3.3542613E-004  -8.7356078E-003   4.5963360E-004  -8.7473214E-003   2.7792993E-004 
    659650.0           *    658800.0    658900.0   6217985.0           *   6217585.0   6217585.0     369.695       0.038       -9.1357910       1.000       0.000      26.152       0.146  -9.1640172E-003   3.1290022E-004  -8.9570016E-003   2.9427656E-004  -8.8539362E-003   2.9513948E-004  -8.7943041E-003   2.8438229E-004  -8.7370995E-003   2.8437361E-004  -8.7086536E-003   2.9060655E-004  -8.6702821E-003   2.8326935E-004  -8.6437096E-003   2.9054928E-004  -8.6179179E-003   2.7461742E-004  -8.6216506E-003   2.8653358E-004  -8.5761428E-003   2.7676755E-004  -8.5700366E-003   2.6591802E-004  -8.5498336E-003   2.7174432E-004  -8.5261480E-003   2.7027255E-004  -8.5321936E-003   2.6153950E-004  -8.5157251E-003   2.6705991E-004  -8.5123660E-003   2.3833694E-004  -8.5078382E-003   2.7669177E-004  -8.4731419E-003   2.4250631E-004  -8.4838161E-003   2.7143132E-004  -8.4703671E-003   2.7232390E-004  -8.4407363E-003   2.4599137E-004  -8.4392741E-003   2.4160362E-004  -8.4287090E-003   2.2224439E-004  -8.4482519E-003   2.4368924E-004  -8.4200757E-003   2.8970198E-004  -8.3994386E-003   2.3506096E-004  -8.4389609E-003   2.5906938E-004  -8.3635302E-003   2.7979384E-004  -8.3644926E-003   2.2510517E-004  -8.4016462E-003   1.9530633E-004  -8.3975156E-003   1.7545804E-004  -8.4416494E-003   1.7311934E-004  -8.3650839E-003   2.2598072E-004  -8.3537136E-003   2.0297572E-004  -8.3007088E-003   2.2525596E-004  -8.3672485E-003   3.0481903E-004  -8.3108129E-003   1.4406852E-004  -8.2574329E-003   3.2125183E-004  -8.3945311E-003   1.3984774E-004  -8.2543321E-003   6.2986183E-005  -8.3787445E-003   1.8120076E-004  -8.2821895E-003   1.2941647E-004  -8.3064089E-003   3.1254292E-004  -8.3350937E-003   2.0457130E-004  -8.4179437E-003   2.9370804E-004  -8.2636350E-003   7.7268623E-005  -8.2049972E-003   2.1578326E-004  -8.2141908E-003   2.4695518E-004  -8.1888571E-003   2.4396934E-004  -8.2736138E-003   2.5559868E-004  -8.3155358E-003   2.4173874E-004 
    659750.0           *    658800.0    658900.0   6217985.0           *   6217585.0   6217585.0     461.342       0.030       -8.9757654       1.000       0.000      25.550       0.067  -9.0042600E-003   3.0456801E-004  -8.7954328E-003   2.9526264E-004  -8.6996854E-003   2.8910002E-004  -8.6386697E-003   2.9356586E-004  -8.5891768E-003   2.8509481E-004  -8.5505190E-003   2.9113387E-004  -8.5231360E-003   2.8952316E-004  -8.5039989E-003   2.6931251E-004  -8.4706325E-003   2.8245566E-004  -8.4673709E-003   2.7254526E-004  -8.4416028E-003   2.9324495E-004  -8.4169955E-003   2.7708080E-004  -8.4025496E-003   2.7685816E-004  -8.3849302E-003   2.7932093E-004  -8.3904463E-003   2.7874886E-004  -8.3431429E-003   2.7985321E-004  -8.3503807E-003   2.8338410E-004  -8.3568781E-003   2.5942177E-004  -8.3273901E-003   2.4413831E-004  -8.3166384E-003   2.7837696E-004  -8.3386196E-003   2.7405156E-004  -8.2920797E-003   2.8943853E-004  -8.2985036E-003   2.4948292E-004  -8.2803786E-003   2.5820934E-004  -8.3114886E-003   2.5279598E-004  -8.2992242E-003   2.4447699E-004  -8.2539040E-003   2.9711581E-004  -8.2799017E-003   2.4874870E-004  -8.1962450E-003   2.3462025E-004  -8.2829079E-003   3.0211051E-004  -8.2823626E-003   2.5296822E-004  -8.1896935E-003   2.9123479E-004  -8.2014096E-003   2.8728485E-004  -8.1924849E-003   2.9911830E-004  -8.2244192E-003   2.4623157E-004  -8.2454207E-003   2.5745600E-004  -8.1649955E-003   3.6223674E-004  -8.2023778E-003   2.2457020E-004  -8.1552581E-003   3.2060964E-004  -8.0962214E-003   1.1437425E-004  -8.2145911E-003   3.7594765E-004  -8.2113686E-003   4.6489978E-004  -8.2712333E-003   2.3168912E-004  -8.2162883E-003   3.2868466E-004  -8.2416418E-003   9.7293989E-005  -8.1380757E-003   1.5103959E-004  -8.2917349E-003   2.8685737E-004  -7.9923184E-003   2.1212722E-004  -8.0383025E-003   2.4034505E-004  -8.0439344E-003   1.9275236E-004  -8.1264907E-003   2.3851264E-004  -8.0476598E-003   2.9815225E-004 
    659850.0           *    658800.0    658900.0   6217985.0           *   6217585.0   6217585.0     565.634       0.023       -8.8813462       1.000       0.000      25.853       0.086  -8.9094527E-003   3.0325382E-004  -8.7046305E-003   2.9327477E-004  -8.6099920E-003   2.8355840E-004  -8.5421982E-003   2.7526457E-004  -8.4980776E-003   2.8339423E-004  -8.4696463E-003   2.8726344E-004  -8.4391566E-003   2.8841755E-004  -8.4107586E-003   2.7306802E-004  -8.3817640E-003   2.8038324E-004  -8.3597565E-003   2.6824505E-004  -8.3367493E-003   2.9136429E-004  -8.3358240E-003   2.7640739E-004  -8.3194793E-003   2.4884324E-004  -8.3068033E-003   2.7282419E-004  -8.2727057E-003   2.5729959E-004  -8.2843014E-003   2.7611202E-004  -8.2736515E-003   2.6176605E-004  -8.2656755E-003   2.9105288E-004  -8.2257756E-003   2.6256505E-004  -8.2141321E-003   2.4468473E-004  -8.2076036E-003   2.6057266E-004  -8.2191522E-003   2.4613902E-004  -8.1901046E-003   2.4511162E-004  -8.1796429E-003   2.7211330E-004  -8.1668114E-003   2.0770056E-004  -8.2131903E-003   3.0388014E-004  -8.2141623E-003   2.5173728E-004  -8.1578272E-003   2.1186401E-004  -8.1594348E-003   2.3389310E-004  -8.1707397E-003   3.0879538E-004  -8.1012508E-003   2.1462377E-004  -8.1989009E-003   2.5527016E-004  -8.2321016E-003   6.3804347E-005  -8.1308650E-003   2.0690077E-004  -8.1765718E-003   3.2318935E-004  -8.2272961E-003   2.6868975E-004  -8.2125621E-003   3.0876623E-004  -8.1226043E-003   2.2203833E-004  -8.0323731E-003   3.7095509E-004  -8.0928776E-003   2.7792060E-004  -8.0312917E-003   3.2951460E-004  -8.1067136E-003   2.0088467E-004  -8.0393011E-003   1.2118575E-004  -7.9289891E-003   2.7884057E-004  -8.0991919E-003   2.8093886E-004  -8.2066116E-003   1.8879931E-004  -8.0485263E-003   1.2001677E-004  -8.0027261E-003   1.5770262E-004  -8.1101199E-003   1.3368384E-004  -8.0507538E-003   9.8888946E-005  -8.2593524E-003   2.6486914E-004  -7.9279290E-003   1.6367877E-004 
    659950.0           *    658800.0    658900.0   6217985.0           *   6217585.0   6217585.0     675.787       0.035       -8.7357034       1.000       0.000      26.100       0.085  -8.7625954E-003   3.0137202E-004  -8.5609243E-003   2.9084939E-004  -8.4681013E-003   2.8520320E-004  -8.4062507E-003   2.8494784E-004  -8.3580806E-003   2.8692795E-004  -8.3268197E-003   2.8495959E-004  -8.2924603E-003   2.7995485E-004  -8.2684163E-003   2.7863933E-004  -8.2452949E-003   2.7775435E-004  -8.2227122E-003   2.8420280E-004  -8.2128845E-003   2.8972832E-004  -8.1898174E-003   2.7503299E-004  -8.1832609E-003   2.8037247E-004  -8.1491522E-003   2.9386264E-004  -8.1410170E-003   2.8240249E-004  -8.1421804E-003   2.9412693E-004  -8.1314665E-003   2.6780476E-004  -8.1186674E-003   2.8417639E-004  -8.1167382E-003   2.7865309E-004  -8.1148040E-003   2.7170102E-004  -8.0833795E-003   2.7128219E-004  -8.0647398E-003   2.8331556E-004  -8.0930755E-003   2.8228881E-004  -8.0566382E-003   2.9712245E-004  -8.0557638E-003   2.5198900E-004  -8.0524018E-003   3.1071019E-004  -8.0035953E-003   3.0724281E-004  -8.0309789E-003   2.7132088E-004  -8.0160930E-003   2.7670528E-004  -8.0270735E-003   2.6115636E-004  -8.0525857E-003   3.0060083E-004  -8.0787872E-003   2.8798739E-004  -7.9752832E-003   2.0212859E-004  -7.9952879E-003   2.2797256E-004  -8.0137414E-003   3.0166271E-004  -7.9740997E-003   2.1821837E-004  -8.0216703E-003   2.5772287E-004  -7.9835308E-003   2.9902922E-004  -7.9133056E-003   2.2645514E-004  -7.8831790E-003   3.0084989E-004  -7.8692462E-003   3.1474697E-004  -7.8821371E-003   3.1983739E-004  -7.9690267E-003   2.5306505E-004  -7.9561700E-003   2.8385707E-004  -7.9416024E-003   2.9406042E-004  -7.9190497E-003   2.5219382E-004  -7.8489819E-003   3.4976028E-004  -8.0164430E-003   2.4185665E-004  -7.9728402E-003   2.7218555E-004  -8.0088748E-003   2.3453493E-004  -8.1038826E-003   3.0904987E-004  -7.8211925E-003   2.8613507E-004 
    660050.0           *    658800.0    658900.0   6217985.0           *   6217585.0   6217585.0     756.420       0.072       -8.1828275       1.000       0.000      25.759       0.253  -8.2090446E-003   2.8076794E-004  -8.0161839E-003   2.7400340E-004  -7.9373367E-003   2.7078209E-004  -7.8724678E-003   2.6982732E-004  -7.8360027E-003   2.8016289E-004  -7.7864770E-003   2.8010580E-004  -7.7843098E-003   2.7582885E-004  -7.7509909E-003   2.7215351E-004  -7.7162758E-003   2.6188412E-004  -7.7091659E-003   2.8710189E-004  -7.6741055E-003   2.8314603E-004  -7.6720457E-003   2.8068559E-004  -7.6709505E-003   2.9230924E-004  -7.6511859E-003   2.7840457E-004  -7.6443168E-003   2.6290157E-004  -7.6155669E-003   2.7355253E-004  -7.6296540E-003   2.8623643E-004  -7.5922698E-003   2.8952900E-004  -7.5909586E-003   2.6957719E-004  -7.6048797E-003   3.2524780E-004  -7.6096801E-003   2.6669678E-004  -7.5555045E-003   2.9362016E-004  -7.5520485E-003   3.0654123E-004  -7.5647009E-003   3.3210386E-004  -7.5280364E-003   2.8158543E-004  -7.5711048E-003   2.7751568E-004  -7.5156864E-003   2.8441246E-004  -7.5142021E-003   2.6499247E-004  -7.5404037E-003   2.8871651E-004  -7.4626289E-003   3.1778649E-004  -7.6061257E-003   3.3603573E-004  -7.5460013E-003   3.4955304E-004  -7.5367100E-003   2.1658531E-004  -7.5291476E-003   3.4579849E-004  -7.5353328E-003   3.4955951E-004  -7.4429136E-003   2.1018311E-004  -7.3689452E-003   3.8456167E-004  -7.5623592E-003  -6.9512880E-006  -7.5301785E-003   3.1448378E-004  -7.6244033E-003   1.7722046E-004  -7.4306480E-003   3.3887976E-004  -7.2856460E-003   3.8795681E-004  -7.4257911E-003   3.3851675E-004  -7.3468154E-003   5.4187942E-004  -7.4519114E-003   2.0872318E-004  -7.4122833E-003   4.2972830E-004  -7.5384355E-003   2.8455524E-004  -7.4739006E-003   2.6444765E-004  -7.5820537E-003   3.6245554E-004  -7.4762310E-003   3.9554338E-004  -7.4186874E-003   2.3317556E-004  -7.4178584E-003   2.0233155E-004 
    660150.0           *    658800.0    658900.0   6217985.0           *   6217585.0   6217585.0     841.657       0.025       -7.7243788       1.000       0.000      25.868       0.057  -7.7492239E-003   2.6653513E-004  -7.5655545E-003   2.6163940E-004  -7.4828823E-003   2.5810971E-004  -7.4310086E-003   2.5237854E-004  -7.3861525E-003   2.6008662E-004  -7.3599925E-003   2.6754570E-004  -7.3299881E-003   2.7262546E-004  -7.3085832E-003   2.7249324E-004  -7.2884578E-003   2.6452858E-004  -7.2700942E-003   2.6473398E-004  -7.2494173E-003   2.7455432E-004  -7.2392557E-003   2.6226000E-004  -7.2147052E-003   2.6442041E-004  -7.2153786E-003   2.7773483E-004  -7.2068004E-003   2.9563248E-004  -7.1868981E-003   2.6264857E-004  -7.1825524E-003   2.7983917E-004  -7.1769280E-003   2.7916127E-004  -7.1735782E-003   2.6868388E-004  -7.1743712E-003   2.7075020E-004  -7.1385014E-003   2.8861278E-004  -7.1244218E-003   2.8305264E-004  -7.0973022E-003   3.1221464E-004  -7.1079751E-003   2.9921496E-004  -7.0977383E-003   3.0987364E-004  -7.0770815E-003   2.8473520E-004  -7.1067937E-003   3.2715881E-004  -7.1211443E-003   2.8531472E-004  -7.0910335E-003   3.0839428E-004  -7.0871195E-003   3.2607549E-004  -7.1282851E-003   2.9370205E-004  -7.0382038E-003   2.6439637E-004  -7.0924706E-003   3.2536790E-004  -7.0239539E-003   3.5499639E-004  -7.0683013E-003   2.5955287E-004  -7.0282009E-003   3.6662934E-004  -7.0858745E-003   2.3509659E-004  -6.9757043E-003   3.6207903E-004  -7.1210221E-003   3.5884086E-004  -6.9876818E-003   3.8041186E-004  -6.9581192E-003   2.5881835E-004  -7.0375524E-003   4.1480355E-004  -6.9158948E-003   3.9426562E-004  -6.9009531E-003   3.6685797E-004  -6.9905475E-003   3.8636546E-004  -7.0258968E-003   2.8253800E-004  -7.1092005E-003   4.7168650E-004  -7.0356420E-003   3.1114272E-004  -6.9700613E-003   3.0242398E-004  -6.9796121E-003   2.9693999E-004  -7.1019972E-003   2.7656596E-004  -6.9978479E-003   3.5389581E-004 
    660250.0           *    658800.0    658900.0   6217985.0           *   6217585.0   6217585.0     926.814       0.039       -7.3002404       1.000       0.000      25.881       0.096  -7.3229365E-003   2.5169262E-004  -7.1545651E-003   2.4729548E-004  -7.0757982E-003   2.5002357E-004  -7.0204530E-003   2.4498019E-004  -6.9862545E-003   2.4729129E-004  -6.9592531E-003   2.5596591E-004  -6.9258505E-003   2.5589636E-004  -6.9088340E-003   2.5255947E-004  -6.8971892E-003   2.5718193E-004  -6.8591017E-003   2.5381481E-004  -6.8652659E-003   2.6079099E-004  -6.8516502E-003   2.5592058E-004  -6.8369260E-003   2.5704652E-004  -6.8070228E-003   2.7050674E-004  -6.7886804E-003   2.8550550E-004  -6.8110488E-003   2.5528455E-004  -6.7813686E-003   2.7660524E-004  -6.7477551E-003   2.5479999E-004  -6.7732128E-003   2.6271267E-004  -6.7600733E-003   2.9202162E-004  -6.7308334E-003   2.4612679E-004  -6.7481362E-003   2.6386639E-004  -6.7329976E-003   3.1961826E-004  -6.7530649E-003   2.8753750E-004  -6.7018983E-003   2.6887756E-004  -6.6531526E-003   2.9333913E-004  -6.6851970E-003   3.2646873E-004  -6.7026490E-003   3.1139852E-004  -6.6791784E-003   2.6565027E-004  -6.6550088E-003   3.0633561E-004  -6.7254886E-003   3.1158328E-004  -6.7204226E-003   3.2080652E-004  -6.6195543E-003   2.5510744E-004  -6.6896490E-003   3.1192433E-004  -6.6704940E-003   2.8850455E-004  -6.7131201E-003   3.1598658E-004  -6.7265449E-003   3.4858639E-004  -6.6918319E-003   2.5232032E-004  -6.6992174E-003   3.0508058E-004  -6.6218054E-003   1.3696782E-004  -6.5428891E-003   4.1732241E-004  -6.6437170E-003   3.6574667E-004  -6.5670158E-003   2.7387004E-004  -6.5898883E-003   2.8162084E-004  -6.6394685E-003   2.0908503E-004  -6.5397810E-003   1.4266245E-004  -6.6759500E-003   3.5818345E-004  -6.5990518E-003   2.8199300E-004  -6.6119148E-003   2.9205964E-004  -6.6384336E-003   3.4148434E-004  -6.5000786E-003   1.9620794E-004  -6.5474944E-003   2.1184747E-004 
    660350.0           *    658800.0    658900.0   6217985.0           *   6217585.0   6217585.0    1030.416       0.047       -7.0352718       1.000       0.000      25.691       0.114  -7.0578774E-003   2.4244391E-004  -6.8903042E-003   2.4116081E-004  -6.8155109E-003   2.3872959E-004  -6.7701619E-003   2.3100060E-004  -6.7248590E-003   2.4102734E-004  -6.7020679E-003   2.4635072E-004  -6.6797124E-003   2.5014950E-004  -6.6639645E-003   2.4897046E-004  -6.6160638E-003   2.4805230E-004  -6.6310742E-003   2.4358345E-004  -6.5897031E-003   2.7067382E-004  -6.5703861E-003   2.6690261E-004  -6.5841575E-003   2.5566379E-004  -6.5640591E-003   2.6789034E-004  -6.5556539E-003   2.9058779E-004  -6.5536546E-003   2.6713753E-004  -6.5088274E-003   2.6326118E-004  -6.5130862E-003   2.5961077E-004  -6.5081022E-003   2.6288531E-004  -6.5158382E-003   2.6736295E-004  -6.5284205E-003   2.7166642E-004  -6.5115415E-003   2.7916649E-004  -6.4623930E-003   2.7979789E-004  -6.4837094E-003   2.7427735E-004  -6.4243318E-003   3.0368106E-004  -6.3833673E-003   2.9058666E-004  -6.4510406E-003   2.8739750E-004  -6.4765612E-003   2.7536101E-004  -6.4285146E-003   3.1756592E-004  -6.4029379E-003   3.0474856E-004  -6.4064401E-003   2.7998709E-004  -6.4617498E-003   3.1338391E-004  -6.4257291E-003   3.4245986E-004  -6.3467420E-003   1.7738407E-004  -6.3898113E-003   2.1419058E-004  -6.3916324E-003   2.7682899E-004  -6.2151456E-003   2.3414408E-004  -6.3057721E-003   2.0550614E-004  -6.3998420E-003   3.7482176E-004  -6.4132419E-003   3.7990276E-004  -6.2749202E-003   3.3702044E-004  -6.4753787E-003   3.3793684E-004  -6.1925311E-003   2.8138978E-004  -6.3607349E-003   2.1688920E-004  -6.4418010E-003   2.3799379E-004  -6.3994094E-003   3.6275241E-004  -6.2791185E-003   3.5891869E-004  -6.4578513E-003   2.6516535E-004  -6.4425915E-003   3.6109256E-004  -6.2023001E-003   2.7147740E-004  -6.3181235E-003   2.2379186E-004  -6.4491370E-003   2.4756810E-004 
    660450.0           *    658800.0    658900.0   6217985.0           *   6217585.0   6217585.0    1143.880       0.069       -6.8281035       1.000       0.000      26.756       0.176  -6.8495392E-003   2.4055351E-004  -6.6887660E-003   2.2688083E-004  -6.6179124E-003   2.3240545E-004  -6.5727291E-003   2.3966097E-004  -6.5388539E-003   2.5191277E-004  -6.5032040E-003   2.4221805E-004  -6.4699675E-003   2.4711911E-004  -6.4598416E-003   2.3857807E-004  -6.4427294E-003   2.4675862E-004  -6.4217288E-003   2.5281555E-004  -6.3777256E-003   2.5169299E-004  -6.4044963E-003   2.4409075E-004  -6.3975372E-003   2.7483330E-004  -6.3513866E-003   2.5534172E-004  -6.3643784E-003   2.4902678E-004  -6.3515260E-003   2.8706311E-004  -6.3363047E-003   2.8751840E-004  -6.3065916E-003   2.4562556E-004  -6.3449124E-003   2.5211653E-004  -6.3285444E-003   2.7429811E-004  -6.3062053E-003   2.9519769E-004  -6.3004786E-003   2.9251831E-004  -6.2511822E-003   2.6299044E-004  -6.2827358E-003   3.0166968E-004  -6.2915475E-003   2.6949753E-004  -6.2188414E-003   2.1803546E-004  -6.2727938E-003   3.0335455E-004  -6.2324302E-003   2.4910189E-004  -6.2790702E-003   3.2153819E-004  -6.3287808E-003   2.8648953E-004  -6.2343188E-003   2.6914100E-004  -6.2520679E-003   2.5429806E-004  -6.2246597E-003   2.8290892E-004  -6.1895208E-003   2.3894612E-004  -6.0949225E-003   3.0923944E-004  -6.1784284E-003   2.4462881E-004  -6.1158012E-003   2.6008074E-004  -6.1581558E-003   2.1594117E-004  -6.2932983E-003   3.7543714E-004  -6.3426364E-003   4.7701335E-004  -6.2024891E-003   3.2414861E-004  -6.3348251E-003   3.6917164E-004  -6.2483770E-003   3.8972891E-004  -6.1058977E-003   3.2238333E-004  -6.1771602E-003   1.8181458E-004  -6.1733270E-003   3.9497637E-004  -6.2794980E-003   2.7835445E-004  -5.9839378E-003   3.1512279E-004  -6.1777621E-003   3.1872134E-004  -6.2433715E-003   4.3521537E-004  -6.0454489E-003   3.4984513E-004  -6.2397909E-003   3.5650123E-004 
    658850.0           *    658900.0    659000.0   6217585.0           *   6217585.0   6217585.0     247.180       0.002      524.5899282       1.000       0.000       7.540       0.002   5.2679184E-001  -5.3232100E-003   5.2303771E-001  -5.2843191E-003   5.2122183E-001  -5.2575554E-003   5.1998981E-001  -5.1784184E-003   5.1906312E-001  -5.0817088E-003   5.1829190E-001  -4.9815917E-003   5.1766398E-001  -4.8671537E-003   5.1709895E-001  -4.6656452E-003   5.1659733E-001  -4.5487304E-003   5.1614224E-001  -4.4152717E-003   5.1578196E-001  -4.2597239E-003   5.1542967E-001  -4.0819557E-003   5.1509004E-001  -3.9321072E-003   5.1476787E-001  -3.7649559E-003   5.1442488E-001  -3.5501137E-003   5.1415477E-001  -3.4407573E-003   5.1384180E-001  -3.2546588E-003   5.1363232E-001  -3.0808101E-003   5.1345131E-001  -2.9210087E-003   5.1319948E-001  -2.7307556E-003   5.1300488E-001  -2.6582469E-003   5.1284981E-001  -2.3561689E-003   5.1252592E-001  -2.2608855E-003   5.1233668E-001  -1.9730220E-003   5.1232372E-001  -1.9177047E-003   5.1199663E-001  -1.7348836E-003   5.1190321E-001  -1.4744167E-003   5.1185057E-001  -1.3120615E-003   5.1152601E-001  -1.0769893E-003   5.1135658E-001  -8.8640721E-004   5.1124295E-001  -6.8550291E-004   5.1124243E-001  -5.7447013E-004   5.1094492E-001  -4.9294876E-004   5.1082158E-001   1.9246216E-004   5.1094066E-001  -1.1155709E-004   5.1051117E-001   1.0160781E-004   5.1050736E-001   2.6455821E-004   5.1032009E-001   6.4866625E-004   5.1020645E-001   1.1062475E-003   5.1001902E-001   1.1244392E-003   5.1001485E-001   1.2205051E-003   5.0991936E-001   1.3798235E-003   5.0993853E-001   1.4930363E-003   5.1021632E-001   1.7441093E-003   5.0981289E-001   2.1711760E-003   5.0983092E-001   2.3513912E-003   5.0974629E-001   2.0994490E-003   5.0951735E-001   2.4261238E-003   5.0910642E-001   2.5162454E-003   5.0896686E-001   2.7690717E-003   5.0954132E-001   3.0832198E-003   5.0892714E-001   3.3103359E-003 
    659050.0           *    658900.0    659000.0   6217585.0           *   6217585.0   6217585.0     441.432       0.005     -936.6431968       1.000       0.000       8.077       0.008  -9.4055498E-001   1.0427717E-002  -9.3331768E-001   1.0835796E-002  -9.2987499E-001   1.1237671E-002  -9.2755813E-001   1.1589829E-002  -9.2577771E-001   1.1866827E-002  -9.2437703E-001   1.2170812E-002  -9.2309110E-001   1.2437252E-002  -9.2206532E-001   1.2664796E-002  -9.2113239E-001   1.2921087E-002  -9.2015112E-001   1.3056285E-002  -9.1944875E-001   1.3313872E-002  -9.1878402E-001   1.3502906E-002  -9.1810466E-001   1.3737371E-002  -9.1746473E-001   1.3920386E-002  -9.1686824E-001   1.4069048E-002  -9.1644201E-001   1.4194057E-002  -9.1584486E-001   1.4319424E-002  -9.1532903E-001   1.4570471E-002  -9.1482590E-001   1.4745149E-002  -9.1439711E-001   1.4880973E-002  -9.1394603E-001   1.5011991E-002  -9.1356085E-001   1.5079410E-002  -9.1315734E-001   1.5446904E-002  -9.1277633E-001   1.5514281E-002  -9.1235675E-001   1.5486044E-002  -9.1214053E-001   1.5731823E-002  -9.1150048E-001   1.5856800E-002  -9.1152345E-001   1.5864124E-002  -9.1124135E-001   1.6110423E-002  -9.1051111E-001   1.6407762E-002  -9.1073584E-001   1.6267371E-002  -9.1022309E-001   1.6442558E-002  -9.0967802E-001   1.6620357E-002  -9.0972504E-001   1.6470685E-002  -9.0936814E-001   1.7040008E-002  -9.0932902E-001   1.7355937E-002  -9.0892371E-001   1.7206392E-002  -9.0879332E-001   1.7108205E-002  -9.0848442E-001   1.7530672E-002  -9.0826766E-001   1.7390027E-002  -9.0778243E-001   1.7391421E-002  -9.0750620E-001   1.7898051E-002  -9.0764352E-001   1.8178390E-002  -9.0718143E-001   1.8030979E-002  -9.0675101E-001   1.7778266E-002  -9.0672636E-001   1.8147900E-002  -9.0707884E-001   1.8502782E-002  -9.0595531E-001   1.8432211E-002  -9.0650949E-001   1.8362123E-002  -9.0598579E-001   1.8546578E-002  -9.0542971E-001   1.8631386E-002  -9.0527101E-001   1.8922277E-002 
